title~views~uptime_y~uptime_m~uptime_d~link
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C 2023 =F0=9F=93=A6 =F0=9F=8E=A0 =D0=A3=D1=80=D0=B0! =D0=9D=D0=BE=D0=B2=D0=B0=D1=8F =D0=B8=D0=B3=D1=80=D0=B0! (=D0=A2=D1=80=D0=B5=D0=B9=D0=BB=D0=B5=D1=80) =F0=9F=91=B1=E2=80=8D=E2=99=80=EF=B8=8F=F0=9F=90=BB =D0=9D=D0=BE=D0=B2=D0=B0=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D1=8F 19 =D0=BE=D0=BA=D1=82=D1=8F=D0=B1=D1=80=D1=8F!~166,564~0~1~29~https://www.youtube.com/watch?v=3D_2WG5TczoPk
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=8E=88 =D0=90=D0=BD=D0=B8=D0=BC=D0=B0=D1=88=D0=BA=D0=B8 =E2=AD=90=EF=B8=8F =D0=9D=D0=9E=D0=92=D0=90=D0=AF =D0=98=D0=A1=D0=A2=D0=9E=D0=A0=D0=98=D0=AF =E2=AD=90=EF=B8=8F =D0=97=D0=B0 =D1=81=D1=82=D0=B5=D0=BA=D0=BB=D0=BE=D0=BC =F0=9F=8D=AB=F0=9F=8D=AC (=D1=81=D0=B5=D1=80=D0=B8=D1=8F 8) =D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C 2023~753,838~0~1~33~https://www.youtube.com/watch?v=3D9Fc2mX3eJ0E
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=A9=BA=F0=9F=A5=B0 =D0=97=D0=B4=D0=BE=D1=80=D0=BE=D0=B2=D1=8B =D0=B4=D1=83=D1=85=D0=BE=D0=BC =D0=B8 =D1=82=D0=B5=D0=BB=D0=BE=D0=BC! =F0=9F=A9=BA=F0=9F=A5=B0 =D0=9A=D0=BE=D0=BB=D0=BB=D0=B5=D0=BA=D1=86=D0=B8=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D0=B9 =D0=BF=D1=80=D0=BE =D0=9C=D0=B0=D1=88=D1=83 =F0=9F=8E=AC~497,690~0~1~34~https://www.youtube.com/watch?v=3DvZ3vNLsAOFA
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=A6=9C=F0=9F=92=8E=D0=9E=D1=81=D1=82=D1=80=D0=BE=D0=B2 =D1=81=D0=BE=D0=BA=D1=80=D0=BE=D0=B2=D0=B8=D1=89 =F0=9F=8E=AC =D0=A1=D0=B1=D0=BE=D1=80=D0=BD=D0=B8=D0=BA 41 =E2=8F=B0 30 =D0=BC=D0=B8=D0=BD=D1=83=D1=82 =F0=9F=98=84 =D0=A1=D0=B1=D0=BE=D1=80=D0=BD=D0=B8=D0=BA =D0=BC=D1=83=D0=BB=D1=8C=D1=82=D0=B8=D0=BA=D0=BE=D0=B2 =D0=B4=D0=BB=D1=8F =D0=B4=D0=B5=D1=82=D0=B5=D0=B9~419,943~0~1~36~https://www.youtube.com/watch?v=3DVn5DqBtNpFQ
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C 2023 =F0=9F=91=91=F0=9F=93=B7 =D0=9F=D1=80=D0=B8=D0=BD=D1=86=D0=B5=D1=81=D1=81=D0=B0 =D0=B8 =D1=87=D1=83=D0=B4=D0=BE=D0=B2=D0=B8=D1=89=D0=B5 (=D0=A2=D1=80=D0=B5=D0=B9=D0=BB=D0=B5=D1=80) =F0=9F=91=B1=E2=80=8D=E2=99=80=EF=B8=8F=F0=9F=90=BB =D0=9D=D0=BE=D0=B2=D0=B0=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D1=8F 7 =D1=81=D0=B5=D0=BD=D1=82=D1=8F=D0=B1=D1=80=D1=8F!~779,292~0~2~59~https://www.youtube.com/watch?v=3DJyhmTYRQLg8
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=8E=88 =D0=90=D0=BD=D0=B8=D0=BC=D0=B0=D1=88=D0=BA=D0=B8 =E2=AD=90=EF=B8=8F =D0=9D=D0=9E=D0=92=D0=90=D0=AF =D0=98=D0=A1=D0=A2=D0=9E=D0=A0=D0=98=D0=AF =E2=AD=90=EF=B8=8F =D0=A1=D0=BD=D0=BE=D0=B2=D0=B0 =D0=B2 =D1=88=D0=BA=D0=BE=D0=BB=D1=83 =F0=9F=8E=92=F0=9F=93=9A (=D1=81=D0=B5=D1=80=D0=B8=D1=8F 9) =D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C 2023~2,855,469~0~2~59~https://www.youtube.com/watch?v=3DvOd6tYAWJmc
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=A7=A9=F0=9F=8E=AE =D0=98=D0=B3=D1=80=D1=8B =D0=B1=D0=B5=D0=B7 =D0=BF=D1=80=D0=B0=D0=B2=D0=B8=D0=BB =F0=9F=8E=AE=F0=9F=A7=A9 =D0=9A=D0=BE=D0=BB=D0=BB=D0=B5=D0=BA=D1=86=D0=B8=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D0=B9 =D0=BF=D1=80=D0=BE =D0=9C=D0=B0=D1=88=D1=83 =F0=9F=8E=AC~1,127,272~0~2~59~https://www.youtube.com/watch?v=3DZk93u4kaXf4
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=92=83=F0=9F=8F=BC=F0=9F=99=8B=F0=9F=8F=BC=E2=80=8D=E2=99=80=EF=B8=8F =D0=92=D1=81=D0=B5=D0=B3=D0=B4=D0=B0 =D0=B8 =D0=B2=D0=B5=D0=B7=D0=B4=D0=B5 =F0=9F=99=8B=F0=9F=8F=BC=E2=80=8D=E2=99=80=EF=B8=8F=F0=9F=92=83=F0=9F=8F=BC =D0=A1=D0=B1=D0=BE=D1=80=D0=BD=D0=B8=D0=BA =D0=BB=D1=83=D1=87=D1=88=D0=B8=D1=85 =D1=81=D0=B5=D1=80=D0=B8=D0=B9 =D0=BF=D1=80=D0=BE =D0=9C=D0=B0=D1=88=D1=83 =E2=8F=B0 1 =D1=87=D0=B0=D1=81~1,064,277~0~2~59~https://www.youtube.com/watch?v=3D-tsKLurRkFI
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=8E=88 =D0=90=D0=BD=D0=B8=D0=BC=D0=B0=D1=88=D0=BA=D0=B8 =E2=AD=90=EF=B8=8F =D0=9D=D0=9E=D0=92=D0=90=D0=AF =D0=98=D0=A1=D0=A2=D0=9E=D0=A0=D0=98=D0=AF =E2=AD=90=EF=B8=8F =D0=A2=D0=B0=D0=BD=D1=86=D1=83=D0=B9! =D0=A2=D0=B0=D0=BD=D1=86=D1=83=D0=B9! =F0=9F=95=BA (=D1=81=D0=B5=D1=80=D0=B8=D1=8F 11) =D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C 2023~788,164~0~2~59~https://www.youtube.com/watch?v=3Drca2yiX8oho
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=92=9A=F0=9F=8E=92 =D0=A8=D0=BA=D0=BE=D0=BB=D0=B0, =D1=8F =D1=81=D0=BA=D1=83=D1=87=D0=B0=D0=BB=D0=B0! =F0=9F=93=9A=E2=9D=A4=EF=B8=8F =D0=9A=D0=BE=D0=BB=D0=BB=D0=B5=D0=BA=D1=86=D0=B8=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D0=B9 =D0=BF=D1=80=D0=BE =D0=9C=D0=B0=D1=88=D1=83 =F0=9F=8E=AC~573,962~0~2~59~https://www.youtube.com/watch?v=3DPIktAAajeio
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=92=A5 =D0=9D=D0=9E=D0=92=D0=90=D0=AF =D0=A1=D0=95=D0=A0=D0=98=D0=AF! =F0=9F=92=A5 =D0=94=D0=BE=D1=87=D0=BA=D0=B8-=D0=9C=D0=B0=D1=82=D0=B5=D1=80=D0=B8 =F0=9F=91=B6=F0=9F=8D=BC=F0=9F=90=B7 =D0=9A=D0=BE=D0=BB=D0=BB=D0=B5=D0=BA=D1=86=D0=B8=D1=8F =D0=BC=D1=83=D0=BB=D1=8C=D1=82=D0=B8=D0=BA=D0=BE=D0=B2 =D0=B4=D0=BB=D1=8F =D0=B4=D0=B5=D1=82=D0=B5=D0=B9 =D0=BF=D1=80=D0=BE =D0=9C=D0=B0=D1=88=D1=83~9,359,587~0~2~59~https://www.youtube.com/watch?v=3DLPsLfYseeIo
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =E2=9D=93=F0=9F=98=83 =D0=97=D0=BD=D0=B0=D0=BA=D0=BE=D0=BC=D0=B0=D1=8F =D1=81=D0=B8=D1=82=D1=83=D0=B0=D1=86=D0=B8=D1=8F? =F0=9F=98=83=E2=9D=94 =D0=9A=D0=BE=D0=BB=D0=BB=D0=B5=D0=BA=D1=86=D0=B8=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D0=B9 =D0=BF=D1=80=D0=BE =D0=9C=D0=B0=D1=88=D1=83 =F0=9F=8E=AC~956,592~0~3~90~https://www.youtube.com/watch?v=3DD82ytQ2vqwg
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=92=9A=F0=9F=8F=A1 =D0=94=D0=BE=D0=BC, =D0=BC=D0=B8=D0=BB=D1=8B=D0=B9 =D0=B4=D0=BE=D0=BC =F0=9F=8F=A1=F0=9F=92=9A =D0=9A=D0=BE=D0=BB=D0=BB=D0=B5=D0=BA=D1=86=D0=B8=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D0=B9 =D0=BF=D1=80=D0=BE =D0=9C=D0=B0=D1=88=D1=83 =F0=9F=8E=AC~969,260~0~3~90~https://www.youtube.com/watch?v=3DWpk2ACzapkg
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=8E=88 =D0=90=D0=BD=D0=B8=D0=BC=D0=B0=D1=88=D0=BA=D0=B8 =E2=AD=90=EF=B8=8F =D0=9D=D0=9E=D0=92=D0=90=D0=AF =D0=98=D0=A1=D0=A2=D0=9E=D0=A0=D0=98=D0=AF =E2=AD=90=EF=B8=8F =D0=A1=D0=BE=D0=B2=D1=80=D0=B5=D0=BC=D0=B5=D0=BD=D0=BD=D0=BE=D0=B5 =D0=B8=D1=81=D0=BA=D1=83=D1=81=D1=81=D1=82=D0=B2=D0=BE =F0=9F=8E=A8 (=D1=81=D0=B5=D1=80=D0=B8=D1=8F 13) =D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C 2023~727,882~0~3~90~https://www.youtube.com/watch?v=3Dj2AUB47gIhE
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=8E=80=F0=9F=91=92 =D0=AD=D1=82=D0=B0 =D0=9C=D0=B0=D1=88=D0=B0 =D0=BC=D0=BE=D0=B6=D0=B5=D1=82 =D0=B1=D1=8B=D1=82=D1=8C =D0=BB=D1=8E=D0=B1=D0=BE=D0=B9! =F0=9F=A6=B8=E2=80=8D=E2=99=80=EF=B8=8F=F0=9F=91=A9=E2=80=8D=F0=9F=8E=A4 =D0=9A=D0=BE=D0=BB=D0=BB=D0=B5=D0=BA=D1=86=D0=B8=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D0=B9 =D0=BF=D1=80=D0=BE =D0=9C=D0=B0=D1=88=D1=83 =F0=9F=8E=AC~500,091~0~3~90~https://www.youtube.com/watch?v=3DfMLHc8uoCs8
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=A4=96 =D0=9A =D0=B2=D0=B0=D1=88=D0=B8=D0=BC =D1=83=D1=81=D0=BB=D1=83=D0=B3=D0=B0=D0=BC! =F0=9F=A4=96 =D0=A1=D0=B1=D0=BE=D1=80=D0=BD=D0=B8=D0=BA 40 =F0=9F=8E=AC 30 =D0=BC=D0=B8=D0=BD=D1=83=D1=82 =D1=81=D0=B1=D0=BE=D1=80=D0=BD=D0=B8=D0=BA =D0=BC=D1=83=D0=BB=D1=8C=D1=82=D0=B8=D0=BA=D0=BE=D0=B2 =D0=B4=D0=BB=D1=8F =D0=B4=D0=B5=D1=82=D0=B5=D0=B9~541,217~0~3~90~https://www.youtube.com/watch?v=3DlZsiO5SS8rE
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=92=A5 =D0=9D=D0=9E=D0=92=D0=90=D0=AF =D0=A1=D0=95=D0=A0=D0=98=D0=AF 2023 =F0=9F=92=A5 =D0=94=D0=BE=D1=87=D0=BA=D0=B8-=D0=9C=D0=B0=D1=82=D0=B5=D1=80=D0=B8 =F0=9F=91=B6=F0=9F=8D=BC (=D1=81=D0=B5=D1=80=D0=B8=D1=8F 115) =F0=9F=91=B1=E2=80=8D=E2=99=80=EF=B8=8F=F0=9F=90=BB Masha and the Bear 2023~48,226,877~0~3~90~https://www.youtube.com/watch?v=3Du2o4O57B0nw
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C 2023 =F0=9F=91=B6=F0=9F=8D=BC =D0=94=D0=BE=D1=87=D0=BA=D0=B8-=D0=9C=D0=B0=D1=82=D0=B5=D1=80=D0=B8 (=D0=A2=D1=80=D0=B5=D0=B9=D0=BB=D0=B5=D1=80) =F0=9F=91=B1=E2=80=8D=E2=99=80=EF=B8=8F=F0=9F=90=BB =D0=9D=D0=BE=D0=B2=D0=B0=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D1=8F 3 =D0=B0=D0=B2=D0=B3=D1=83=D1=81=D1=82=D0=B0!~1,638,312~0~3~90~https://www.youtube.com/watch?v=3Dyzsi19zVPcs
